,belief,endTime,startTime,state,uncertaintyLower,uncertaintyUpper,usertoken,varIndex,vars,visGroup
0,0.6918479600478782,1582573704932,1582573623045,draw1,0.43428537000168643,0.9494105500940704,aW7m7bgp,0,Income tax rate_Poverty rate,scatter
1,0.3756217987516475,1582573781100,1582573732570,draw2,0.19394666352534418,0.557296933977951,aW7m7bgp,0,Income tax rate_Poverty rate,scatter
2,0.8143387168809226,1582573844013,1582573784746,draw1,0.5160298869719857,1.0,aW7m7bgp,1,Vaccination rate_Rate of illness,scatter
3,-0.7393314565847953,1582573873122,1582573859656,draw2,-0.9478622162943755,-0.530800696875215,aW7m7bgp,1,Vaccination rate_Rate of illness,scatter
4,0.4031833210774105,1582573890600,1582573876541,draw1,0.25176967600539224,0.5545969661494285,aW7m7bgp,2,Immigrant population_Economic growth,scatter
5,-0.021850664568820788,1582573956742,1582573904790,draw2,-1.0,0.9562986708623584,aW7m7bgp,2,Immigrant population_Economic growth,scatter
6,0.9006673420609186,1582573973626,1582573960614,draw1,0.6934505310220584,1.0,aW7m7bgp,3,Government spending_Budget deficit,scatter
7,0.7329645711766286,1582573987713,1582573976692,draw2,0.4634533760230657,1.0,aW7m7bgp,3,Government spending_Budget deficit,scatter
8,0.14934895667865877,1582574003281,1582573991587,draw1,-0.09892991890239694,0.39762783225971443,aW7m7bgp,4,Labor union participation_Corporate profits,scatter
9,-0.015816648644916498,1582574015645,1582574006592,draw2,-1.0,1.0,aW7m7bgp,4,Labor union participation_Corporate profits,scatter
10,-0.3498016802722597,1582574058272,1582574044640,draw1,-0.5708138802413067,-0.12878948030321297,aW7m7bgp,5,Exercise amount_Body weight,hop
11,-0.39336512249409394,1582574092719,1582574065334,draw2,-0.8396124996285668,0.0528822546403791,aW7m7bgp,5,Exercise amount_Body weight,hop
12,0.32257181026955917,1582574104489,1582574095027,draw1,-0.3133140346445644,0.9584576551836828,aW7m7bgp,6,Temperature_Crime rate,hop
13,0.35922925796689853,1582574120055,1582574108821,draw2,-0.05532602865868691,0.773784544592484,aW7m7bgp,6,Temperature_Crime rate,hop
14,-0.903242884346761,1582574135166,1582574123000,draw1,-1.0,-0.7200047981162729,aW7m7bgp,7,Temperature_Sales of Mittens,hop
15,-1.0,1582574148938,1582574140601,draw2,-1.0,-0.75429294606059,aW7m7bgp,7,Temperature_Sales of Mittens,hop
16,1.0,1582574158739,1582574151713,draw1,0.8488690603850424,1.0,aW7m7bgp,8,Weight_Price,hop
17,0.9806807194704359,1582574169560,1582574163589,draw2,0.7765737678614459,1.0,aW7m7bgp,8,Weight_Price,hop
18,0.08822759956224524,1582574178546,1582574171840,draw1,-0.13456241271480596,0.31101761183929666,aW7m7bgp,9,Yearly income_Height,hop
19,0.0004467136231995905,1582574192381,1582574183651,draw2,-0.05086754663462556,0.05176097388102452,aW7m7bgp,9,Yearly income_Height,hop
20,0.28495270336934597,1582573913389,1582573873512,draw1,-0.022060742010385548,0.5919661487490777,L4Gu6NNC,0,Income tax rate_Poverty rate,scatter
21,-0.3651745195741664,1582573938577,1582573926958,draw2,-0.8465565582296297,0.116207519081297,L4Gu6NNC,0,Income tax rate_Poverty rate,scatter
22,0.40971706130606966,1582573956466,1582573941327,draw1,-0.058925149442372815,0.8783592720545121,L4Gu6NNC,1,Government spending_Budget deficit,scatter
23,0.8805163764851469,1582573965867,1582573959969,draw2,0.6416000577543826,1.0,L4Gu6NNC,1,Government spending_Budget deficit,scatter
24,0.5267427913381977,1582573977236,1582573967608,draw1,0.2822635056099496,0.771222077066446,L4Gu6NNC,2,Immigrant population_Economic growth,scatter
25,0.5538193099191464,1582573991952,1582573982476,draw2,0.1371426183792923,0.9704960014590003,L4Gu6NNC,2,Immigrant population_Economic growth,scatter
26,-0.09227959378556866,1582574007894,1582573994378,draw1,-0.4114437437753318,0.22688455620419457,L4Gu6NNC,3,Labor union participation_Corporate profits,scatter
27,0.2423603716477365,1582574020224,1582574013050,draw2,-0.11594734915002286,0.6006680924454957,L4Gu6NNC,3,Labor union participation_Corporate profits,scatter
28,-0.6764720639109654,1582574037710,1582574022124,draw1,-1.0,-0.3529441278219307,L4Gu6NNC,4,Vaccination rate_Rate of illness,scatter
29,-0.9371640270015704,1582574045776,1582574040192,draw2,-1.0,-0.8743280540031411,L4Gu6NNC,4,Vaccination rate_Rate of illness,scatter
30,0.36034948756094143,1582574072072,1582574060398,draw1,-0.1491566123193615,0.8698555874412444,L4Gu6NNC,5,Temperature_Crime rate,hop
