"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","32XVDSJFP2I4EQKHWZTR54VBTUFM21","A28HDBWFTOID89","Submitted","Sat Mar 07 14:01:59 PST 2020","Sat Mar 07 14:25:59 PST 2020","Tue Mar 10 15:25:59 PDT 2020","","","","1440","0% (0/0)","0% (0/0)","0% (0/0)","PUhRawzc"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","33PPO7FECY05LHS689FG9UFY9DWID4","AA6RYE4V0IBKM","Submitted","Sat Mar 07 16:01:32 PST 2020","Sat Mar 07 16:15:46 PST 2020","Tue Mar 10 17:15:46 PDT 2020","","","","854","100% (2/2)","0% (0/0)","0% (0/0)","zrtzzMMq"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","34X6J5FLPWJV51GHVD60LU1X564JQE","A1NON8I6W66EII","Submitted","Sat Mar 07 15:34:32 PST 2020","Sat Mar 07 16:27:26 PST 2020","Tue Mar 10 17:27:26 PDT 2020","","","","3174","0% (0/0)","0% (0/0)","0% (0/0)","k8cfnOrI"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","352YTHGROYYSPQYT9GW26EKDWMM4HG","AZ4HOU8N4FZ53","Submitted","Sat Mar 07 15:31:23 PST 2020","Sat Mar 07 16:24:03 PST 2020","Tue Mar 10 17:24:03 PDT 2020","","","","3160","0% (0/0)","0% (0/0)","0% (0/0)","4qCMLPwT"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","35H6S234SDLUOKICR2O8EF11N4X65I","A3J71HY4S92B8I","Submitted","Sat Mar 07 15:03:29 PST 2020","Sat Mar 07 15:19:51 PST 2020","Tue Mar 10 16:19:51 PDT 2020","","","","982","0% (0/0)","0% (0/0)","0% (0/0)","NO3T9tQi"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","39LNWE0K4XHR2J3SU455JUJMVDSIUF","A3U2JVGGHB5PUT","Submitted","Sat Mar 07 16:04:33 PST 2020","Sat Mar 07 16:31:41 PST 2020","Tue Mar 10 17:31:41 PDT 2020","","","","1628","0% (0/0)","0% (0/0)","0% (0/0)","6VqNTTBM"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","3AAPLD8UCF2C6BDJOHXAEMW5CLTTHR","ABXI04K7467QI","Submitted","Sat Mar 07 15:02:25 PST 2020","Sat Mar 07 15:35:20 PST 2020","Tue Mar 10 16:35:20 PDT 2020","","","","1975","0% (0/0)","0% (0/0)","0% (0/0)","8nQE5rIn"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","3DI28L7YXDZZDHA8WX5UNDGXSMB1EB","A30Y3H3UJ9QKWV","Submitted","Sat Mar 07 15:13:11 PST 2020","Sat Mar 07 15:20:54 PST 2020","Tue Mar 10 16:20:54 PDT 2020","","","","463","0% (0/0)","0% (0/0)","0% (0/0)","wswqBWIU"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","3DL65MZB8G0J0KK6CUUE49ZOWJ9CEJ","A3UV55HC87DO9C","Submitted","Sat Mar 07 15:22:25 PST 2020","Sat Mar 07 15:56:44 PST 2020","Tue Mar 10 16:56:44 PDT 2020","","","","2059","100% (2/2)","0% (0/0)","0% (0/0)","ScMYgxZ2"
"3BS6ERDL95SN5DZBG61PN7U4BS16D1","3MLSU5JHHWRDCU3RWO7KCR4IPMST67","use an interactive interface and answer questions about bivariate relationships","Research study on beliefs about data visualization","visualization, interactive","$1.00","Sat Mar 07 14:01:34 PST 2020","30","BatchId:3947706;OriginalHitTemplateId:920937340;","3600","259200","Sat Mar 14 15:01:34 PDT 2020","","","3DR23U6WE8Z0M1MHYGP4TJZSK5CET7","A1GS7LBNOKOIPI","Submitted","Sat Mar 07 15:47:32 PST 2020","Sat Mar 07 16:01:30 PST 2020","Tue Mar 10 17:01:30 PDT 2020","","","","838","0% (0/0)","0% (0/0)","0% (0/0)","HwkNUz4u"
